Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Total,promo_flag,promo_q
Female,358-88-9262,C,Naypyitaw,Member,Food and beverages,87.48,6.0,26.244,524.88,0,0.25
Female,173-50-1108,B,Mandalay,Member,Sports and travel,20.18,4.0,4.036,80.72,1,0.25
Female,841-18-8232,B,Mandalay,Normal,Food and beverages,71.2,1.0,3.56,71.2,0,0.25
Female,647-50-1224,A,Yangon,Normal,Fashion accessories,29.42,10.0,14.71,294.20000000000005,1,0.25
Female,539-21-7227,B,Mandalay,Normal,Sports and travel,51.54,5.0,12.885,257.7,0,0.25
Female,213-32-1216,A,Yangon,Normal,Electronic accessories,66.06,6.0,19.818,396.36,0,0.25
Female,582-52-8065,B,Mandalay,Normal,Fashion accessories,54.31,9.0,244.395,488.79,0,0.25
Female,210-57-1719,B,Mandalay,Normal,Health and beauty,58.24,9.0,26.208,524.16,0,0.25
Female,198-66-9832,B,Mandalay,Member,Fashion accessories,72.04,2.0,7.204,144.08,0,0.25
Female,283-26-5248,C,Naypyitaw,Member,Food and beverages,98.52,10.0,49.26,985.1999999999999,0,0.25
Female,218-59-9410,A,Yangon,Member,Home and lifestyle,72.42,3.0,10.863,217.26,0,0.25
Female,134-54-4720,B,Mandalay,Normal,Electronic accessories,42.42,8.0,16.968,339.36,0,0.25
Female,698-98-5964,A,Yangon,Normal,Food and beverages,81.21,10.0,40.605,812.0999999999999,0,0.25
Female,718-57-9773,C,Naypyitaw,Normal,Sports and travel,49.33,10.0,24.665,493.29999999999995,0,0.25
Female,651-88-7328,A,Yangon,Normal,Fashion accessories,65.74,9.0,29.583,591.66,0,0.25
Female,241-11-2261,B,Mandalay,Normal,Fashion accessories,79.86,7.0,27.951,559.02,0,0.25
Female,408-26-9866,C,Naypyitaw,Normal,Sports and travel,73.98,7.0,25.893,517.86,0,0.25
Female,834-83-1826,B,Mandalay,Member,Home and lifestyle,82.04,5.0,20.51,410.20000000000005,0,0.25
Female,797-88-0493,A,Yangon,Normal,Health and beauty,64.27,4.0,12.854,257.08,0,0.25
Female,443-82-0585,A,Yangon,Member,Health and beauty,77.68,4.0,15.536,310.72,0,0.25
Female,339-18-7061,C,Naypyitaw,Member,Fashion accessories,92.98,2.0,9.298,185.96,0,0.25
Female,359-90-3665,B,Mandalay,Member,Fashion accessories,18.08,4.0,3.616,72.32,1,0.25
Female,278-86-2735,A,Yangon,Normal,Food and beverages,52.34,3.0,7.851,157.02,0,0.25
Female,695-28-6250,A,Yangon,Normal,Sports and travel,43.06,5.0,10.765,215.3,0,0.25
Female,788-07-8452,C,Naypyitaw,Member,Home and lifestyle,24.24,7.0,8.484,169.67999999999998,1,0.25
Female,560-49-6611,A,Yangon,Member,Sports and travel,45.58,1.0,2.279,45.58,0,0.25
Female,880-35-0356,A,Yangon,Member,Sports and travel,75.2,3.0,11.28,225.60000000000002,0,0.25
Female,123-35-4896,C,Naypyitaw,Normal,Sports and travel,46.66,9.0,20.997,419.93999999999994,0,0.25
Female,258-69-7810,C,Naypyitaw,Normal,Fashion accessories,36.85,5.0,9.2125,184.25,0,0.25
Female,334-64-2006,A,Yangon,Member,Home and lifestyle,70.32,2.0,7.032,140.64,0,0.25
Female,881-41-7302,C,Naypyitaw,Normal,Fashion accessories,64.99,1.0,3.2495,64.99,0,0.25
Female,642-30-6693,B,Mandalay,Normal,Sports and travel,54.51,6.0,16.353,327.06,0,0.25
Female,484-22-8230,C,Naypyitaw,Member,Fashion accessories,51.89,7.0,181.615,363.23,0,0.25
Female,559-98-9873,A,Yangon,Member,Fashion accessories,53.65,7.0,187.775,375.55,0,0.25
Female,544-32-5024,C,Naypyitaw,Member,Food and beverages,49.79,4.0,9.958,199.16,0,0.25
Female,421-95-9805,A,Yangon,Normal,Electronic accessories,28.96,1.0,1.448,28.96,0,0.25
Female,277-35-5865,C,Naypyitaw,Member,Food and beverages,98.97,9.0,445.365,890.73,0,0.25
Female,509-29-3912,A,Yangon,Member,Sports and travel,38.72,9.0,17.424,348.48,0,0.25
Female,641-96-3695,C,Naypyitaw,Member,Fashion accessories,43.46,6.0,13.038,260.76,0,0.25
Female,420-97-3340,A,Yangon,Normal,Food and beverages,71.68,3.0,10.752,215.04000000000002,0,0.25
Female,436-54-4512,A,Yangon,Member,Food and beverages,91.61,1.0,4.5805,91.61,0,0.25
Female,670-79-6321,B,Mandalay,Member,Home and lifestyle,94.59,7.0,331.065,662.13,0,0.25
Female,852-62-7105,B,Mandalay,Normal,Fashion accessories,83.25,10.0,41.625,832.5,0,0.25
Female,135-13-8269,B,Mandalay,Member,Food and beverages,78.88,2.0,7.888,157.76,0,0.25
Female,308-39-1707,A,Yangon,Normal,Fashion accessories,12.09,1.0,6.045,12.09,1,0.25
Female,318-81-2368,C,Naypyitaw,Normal,Electronic accessories,46.2,1.0,2.31,46.2,0,0.25
Female,364-33-8584,B,Mandalay,Member,Food and beverages,17.63,5.0,4.4075,88.14999999999999,1,0.25
Female,695-09-5146,B,Mandalay,Member,Food and beverages,98.79,3.0,148.185,296.37,0,0.25
Female,155-45-3814,C,Naypyitaw,Member,Electronic accessories,88.55,8.0,35.42,708.4,0,0.25
Female,131-15-8856,C,Naypyitaw,Member,Food and beverages,72.52,8.0,29.008,580.16,0,0.25
Female,859-71-0933,C,Naypyitaw,Member,Sports and travel,15.49,2.0,1.549,30.98,1,0.25
Female,563-47-4072,B,Mandalay,Normal,Health and beauty,55.81,6.0,16.743,334.86,0,0.25
Female,169-52-4504,A,Yangon,Normal,Electronic accessories,15.69,3.0,2.3535,47.07,1,0.25
Female,250-81-7186,C,Naypyitaw,Normal,Electronic accessories,99.69,1.0,4.9845,99.69,0,0.25
Female,562-12-5430,A,Yangon,Member,Fashion accessories,88.15,3.0,132.225,264.45000000000005,0,0.25
Female,816-72-8853,A,Yangon,Member,Sports and travel,27.93,5.0,6.9825,139.65,1,0.25
Female,322-02-2271,B,Mandalay,Normal,Sports and travel,42.97,3.0,6.4455,128.91,0,0.25
Female,725-67-2480,B,Mandalay,Member,Fashion accessories,58.75,6.0,17.625,352.5,0,0.25
Female,641-51-2661,C,Naypyitaw,Member,Food and beverages,87.1,10.0,43.55,871.0,0,0.25
Female,714-02-3114,C,Naypyitaw,Normal,Sports and travel,98.8,2.0,9.88,197.6,0,0.25
Female,518-17-2983,A,Yangon,Normal,Fashion accessories,48.63,4.0,9.726,194.52,0,0.25
Female,190-14-3147,B,Mandalay,Normal,Health and beauty,17.97,4.0,3.594,71.88,1,0.25
Female,408-66-6712,C,Naypyitaw,Member,Health and beauty,47.71,6.0,14.313,286.26,0,0.25
Female,679-22-6530,B,Mandalay,Normal,Sports and travel,40.62,2.0,4.062,81.24,0,0.25
Female,576-31-4774,B,Mandalay,Normal,Health and beauty,73.41,3.0,11.0115,220.23,0,0.25
Female,811-03-8790,A,Yangon,Normal,Electronic accessories,45.48,10.0,22.74,454.79999999999995,0,0.25
Female,752-23-3760,B,Mandalay,Member,Sports and travel,64.08,7.0,22.428,448.56,0,0.25
Female,274-05-5470,A,Yangon,Member,Food and beverages,73.47,4.0,14.694,293.88,0,0.25
Female,528-87-5606,B,Mandalay,Member,Electronic accessories,39.48,1.0,1.974,39.48,0,0.25
Female,320-85-2052,B,Mandalay,Normal,Sports and travel,34.81,1.0,1.7405,34.81,0,0.25
Female,370-96-0655,C,Naypyitaw,Normal,Fashion accessories,49.32,6.0,14.796,295.92,0,0.25
Female,510-79-0415,B,Mandalay,Member,Sports and travel,23.08,6.0,6.924,138.48,1,0.25
Female,241-96-5076,B,Mandalay,Member,Home and lifestyle,49.1,2.0,4.91,98.2,0,0.25
Female,767-97-4650,B,Mandalay,Member,Sports and travel,64.83,2.0,6.483,129.66,0,0.25
Female,305-03-2383,A,Yangon,Normal,Food and beverages,67.1,3.0,10.065,201.29999999999998,0,0.25
Female,394-55-6384,C,Naypyitaw,Member,Sports and travel,70.19,9.0,315.855,631.71,0,0.25
Female,196-01-2849,C,Naypyitaw,Member,Fashion accessories,73.38,7.0,25.683,513.66,0,0.25
Female,372-62-5264,C,Naypyitaw,Normal,Food and beverages,52.6,9.0,23.67,473.40000000000003,0,0.25
Female,800-09-8606,A,Yangon,Member,Home and lifestyle,87.37,5.0,218.425,436.85,0,0.25
Female,182-52-7000,A,Yangon,Member,Sports and travel,27.04,4.0,5.408,108.16,1,0.25
Female,626-43-7888,C,Naypyitaw,Normal,Fashion accessories,60.41,8.0,24.164,483.28,0,0.25
Female,191-29-0321,B,Mandalay,Member,Fashion accessories,19.77,10.0,9.885,197.7,1,0.25
Female,640-48-5028,B,Mandalay,Member,Home and lifestyle,88.39,9.0,397.755,795.51,0,0.25
Female,834-45-5519,B,Mandalay,Normal,Electronic accessories,43.0,4.0,8.6,172.0,0,0.25
Female,728-88-7867,C,Naypyitaw,Member,Home and lifestyle,75.53,4.0,15.106,302.12,0,0.25
Female,183-21-3799,C,Naypyitaw,Normal,Electronic accessories,77.63,9.0,349.335,698.67,0,0.25
Female,268-20-3585,C,Naypyitaw,Normal,Health and beauty,13.85,9.0,6.2325,124.64999999999999,1,0.25
Female,258-92-7466,A,Yangon,Normal,Health and beauty,35.68,5.0,8.92,178.4,0,0.25
Female,857-16-3520,A,Yangon,Member,Fashion accessories,71.46,7.0,25.011,500.21999999999997,0,0.25
Female,821-14-9046,B,Mandalay,Member,Fashion accessories,17.48,6.0,5.244,104.88,1,0.25
Female,418-05-0656,B,Mandalay,Normal,Fashion accessories,25.56,7.0,8.946,178.92,1,0.25
Female,678-79-0726,C,Naypyitaw,Member,Sports and travel,90.63,9.0,407.835,815.67,0,0.25
Female,592-46-1692,C,Naypyitaw,Member,Food and beverages,36.77,7.0,12.8695,257.39000000000004,0,0.25
Female,149-14-0304,C,Naypyitaw,Member,Health and beauty,28.5,8.0,11.4,228.0,1,0.25
Female,299-29-0180,B,Mandalay,Member,Home and lifestyle,52.18,7.0,18.263,365.26,0,0.25
Female,247-11-2470,A,Yangon,Member,Fashion accessories,22.32,4.0,4.464,89.28,1,0.25
Female,386-27-7606,C,Naypyitaw,Member,Home and lifestyle,81.2,7.0,28.42,568.4,0,0.25
Female,373-14-0504,A,Yangon,Member,Sports and travel,71.63,2.0,7.163,143.26,0,0.25
Female,345-68-9016,C,Naypyitaw,Member,Sports and travel,31.67,8.0,12.668,253.36,1,0.25
Female,390-17-5806,C,Naypyitaw,Member,Food and beverages,38.42,1.0,1.921,38.42,0,0.25
Female,664-14-2882,C,Naypyitaw,Member,Home and lifestyle,10.53,5.0,2.6325,52.65,1,0.25
Female,487-79-6868,B,Mandalay,Member,Home and lifestyle,12.29,9.0,5.5305,110.60999999999999,1,0.25
Female,210-30-7976,B,Mandalay,Member,Fashion accessories,22.32,4.0,4.464,89.28,1,0.25
Female,585-86-8361,A,Yangon,Normal,Food and beverages,27.28,5.0,6.82,136.4,1,0.25
Female,807-14-7833,A,Yangon,Member,Electronic accessories,17.42,10.0,8.71,174.20000000000002,1,0.25
Female,288-38-3758,C,Naypyitaw,Member,Fashion accessories,84.87,3.0,12.7305,254.61,0,0.25
Female,652-43-6591,A,Yangon,Normal,Fashion accessories,97.29,8.0,38.916,778.32,0,0.25
Female,785-96-0615,B,Mandalay,Member,Electronic accessories,35.74,8.0,14.296,285.92,0,0.25
Female,406-46-7107,A,Yangon,Normal,Home and lifestyle,96.52,6.0,28.956,579.12,0,0.25
Female,156-95-3964,A,Yangon,Normal,Food and beverages,55.39,4.0,11.078,221.56,0,0.25
Female,842-40-8179,B,Mandalay,Member,Food and beverages,77.2,10.0,38.6,772.0,0,0.25
Female,410-67-1709,A,Yangon,Member,Fashion accessories,63.88,8.0,25.552,511.04,0,0.25
Female,587-73-4862,A,Yangon,Member,Health and beauty,10.69,5.0,2.6725,53.449999999999996,1,0.25
Female,593-14-4239,B,Mandalay,Normal,Home and lifestyle,95.46,8.0,38.184,763.68,0,0.25
Female,801-88-0346,C,Naypyitaw,Normal,Fashion accessories,76.06,3.0,11.409,228.18,0,0.25
Female,711-31-1234,B,Mandalay,Normal,Electronic accessories,95.64,4.0,19.128,382.56,0,0.25
Female,886-54-6089,A,Yangon,Normal,Home and lifestyle,11.43,6.0,3.429,68.58,1,0.25
Female,707-32-7409,B,Mandalay,Member,Sports and travel,95.54,4.0,19.108,382.16,0,0.25
Female,759-98-4285,C,Naypyitaw,Member,Health and beauty,85.87,7.0,300.545,601.09,0,0.25
Female,201-63-8275,C,Naypyitaw,Member,Sports and travel,67.99,7.0,237.965,475.92999999999995,0,0.25
Female,471-06-8611,C,Naypyitaw,Normal,Food and beverages,52.42,1.0,2.621,52.42,0,0.25
Female,120-54-2248,B,Mandalay,Normal,Food and beverages,28.86,5.0,7.215,144.3,1,0.25
Female,534-53-3526,A,Yangon,Normal,Sports and travel,94.76,4.0,18.952,379.04,0,0.25
Female,307-04-2070,A,Yangon,Member,Fashion accessories,30.62,1.0,1.531,30.62,1,0.25
Female,468-99-7231,C,Naypyitaw,Normal,Home and lifestyle,44.01,8.0,17.604,352.08,0,0.25
Female,516-77-6464,C,Naypyitaw,Member,Health and beauty,10.16,5.0,2.54,50.8,1,0.25
Female,790-38-4466,C,Naypyitaw,Normal,Health and beauty,10.99,5.0,2.7475,54.95,1,0.25
Female,744-16-7898,B,Mandalay,Normal,Home and lifestyle,97.37,10.0,48.685,973.7,0,0.25
Female,702-72-0487,A,Yangon,Normal,Electronic accessories,46.61,2.0,4.661,93.22,0,0.25
Female,443-60-9639,C,Naypyitaw,Member,Home and lifestyle,60.87,1.0,3.0435,60.87,0,0.25
Female,864-24-7918,A,Yangon,Member,Sports and travel,24.49,10.0,12.245,244.89999999999998,1,0.25
Female,324-41-6833,C,Naypyitaw,Member,Electronic accessories,30.2,8.0,12.08,241.6,0,0.25
Female,759-29-9521,A,Yangon,Member,Fashion accessories,48.96,9.0,22.032,440.64,0,0.25
Female,831-81-6575,B,Mandalay,Member,Electronic accessories,75.59,9.0,340.155,680.3100000000001,0,0.25
Female,220-68-6701,A,Yangon,Normal,Home and lifestyle,77.47,4.0,15.494,309.88,0,0.25
Female,618-34-8551,A,Yangon,Normal,Sports and travel,93.18,2.0,9.318,186.36,0,0.25
Female,257-60-7754,A,Yangon,Normal,Electronic accessories,50.23,4.0,10.046,200.92,0,0.25
Female,559-61-5987,B,Mandalay,Normal,Health and beauty,17.75,1.0,8.875,17.75,1,0.25
Female,189-55-2313,C,Naypyitaw,Normal,Fashion accessories,62.18,10.0,31.09,621.8,0,0.25
Female,380-60-5336,A,Yangon,Normal,Electronic accessories,40.26,10.0,20.13,402.59999999999997,0,0.25
Female,815-04-6282,C,Naypyitaw,Member,Sports and travel,64.97,5.0,162.425,324.85,0,0.25
Female,778-34-2523,A,Yangon,Member,Electronic accessories,48.62,8.0,19.448,388.96,0,0.25
Female,499-27-7781,B,Mandalay,Normal,Food and beverages,53.21,8.0,21.284,425.68,0,0.25
Female,477-59-2456,C,Naypyitaw,Normal,Fashion accessories,45.44,7.0,15.904,318.08,0,0.25
Female,186-43-8965,A,Yangon,Member,Home and lifestyle,47.68,2.0,4.768,95.36,0,0.25
Female,276-75-6884,A,Yangon,Normal,Health and beauty,68.71,3.0,10.3065,206.13,0,0.25
Female,109-86-4363,B,Mandalay,Member,Sports and travel,60.08,7.0,21.028,420.56,0,0.25
Female,569-76-2760,A,Yangon,Member,Sports and travel,22.01,4.0,4.402,88.04,1,0.25
Female,222-42-0244,B,Mandalay,Member,Health and beauty,72.11,9.0,324.495,648.99,0,0.25
Female,416-17-9926,A,Yangon,Member,Electronic accessories,74.22,10.0,37.11,742.2,0,0.25
Female,343-75-9322,B,Mandalay,Member,Sports and travel,11.85,8.0,4.74,94.8,1,0.25
Female,427-45-9297,B,Mandalay,Member,Home and lifestyle,40.73,7.0,142.555,285.10999999999996,0,0.25
Female,271-77-8740,C,Naypyitaw,Member,Sports and travel,29.22,6.0,8.766,175.32,1,0.25
Female,860-73-6466,A,Yangon,Member,Sports and travel,39.47,2.0,3.947,78.94,0,0.25
Female,549-23-9016,C,Naypyitaw,Member,Food and beverages,14.87,2.0,1.487,29.74,1,0.25
Female,862-29-5914,C,Naypyitaw,Normal,Sports and travel,22.38,1.0,1.119,22.38,1,0.25
Female,845-94-6841,C,Naypyitaw,Member,Food and beverages,72.88,9.0,32.796,655.92,0,0.25
Female,125-45-2293,A,Yangon,Normal,Fashion accessories,99.1,6.0,29.73,594.5999999999999,0,0.25
Female,409-33-9708,A,Yangon,Normal,Fashion accessories,98.48,2.0,9.848,196.96,0,0.25
Female,866-70-2814,B,Mandalay,Normal,Electronic accessories,52.79,10.0,26.395,527.9,0,0.25
Female,160-22-2687,A,Yangon,Member,Health and beauty,95.95,5.0,239.875,479.75,0,0.25
Female,895-03-6665,B,Mandalay,Normal,Fashion accessories,36.51,9.0,164.295,328.59,0,0.25
Female,748-45-2862,A,Yangon,Member,Home and lifestyle,28.31,4.0,5.662,113.24,1,0.25
Female,316-66-3011,A,Yangon,Member,Food and beverages,47.63,9.0,214.335,428.67,0,0.25
Female,848-95-6252,C,Naypyitaw,Member,Home and lifestyle,86.27,1.0,4.3135,86.27,0,0.25
Female,152-03-4217,B,Mandalay,Normal,Home and lifestyle,11.28,9.0,5.076,101.52,1,0.25
Female,533-66-5566,B,Mandalay,Normal,Home and lifestyle,51.07,7.0,178.745,357.49,0,0.25
Female,124-31-1458,A,Yangon,Member,Electronic accessories,79.59,3.0,11.9385,238.77,0,0.25
Female,101-81-4070,C,Naypyitaw,Member,Health and beauty,62.82,2.0,6.282,125.64,0,0.25
Female,544-55-9589,B,Mandalay,Member,Electronic accessories,21.43,10.0,10.715,214.3,1,0.25
Female,448-61-3783,A,Yangon,Normal,Electronic accessories,90.02,8.0,36.008,720.16,0,0.25
Female,761-49-0439,B,Mandalay,Member,Electronic accessories,12.1,8.0,4.84,96.8,1,0.25
Female,490-95-0021,B,Mandalay,Member,Food and beverages,33.21,10.0,16.605,332.1,1,0.25
Female,115-38-7388,C,Naypyitaw,Member,Fashion accessories,10.18,8.0,4.072,81.44,1,0.25
Female,291-55-6563,A,Yangon,Member,Home and lifestyle,34.42,6.0,10.326,206.52,0,0.25
Female,548-48-3156,A,Yangon,Member,Food and beverages,83.34,2.0,8.334,166.68,0,0.25
Female,884-80-6021,A,Yangon,Member,Electronic accessories,73.47,10.0,36.735,734.7,0,0.25
Female,137-74-8729,C,Naypyitaw,Normal,Fashion accessories,12.19,8.0,4.876,97.52,1,0.25
Female,389-70-2397,C,Naypyitaw,Normal,Health and beauty,83.66,5.0,20.915,418.29999999999995,0,0.25
Female,114-35-5271,B,Mandalay,Normal,Electronic accessories,57.91,8.0,23.164,463.28,0,0.25
Female,607-76-6216,C,Naypyitaw,Member,Fashion accessories,92.49,5.0,231.225,462.45,0,0.25
Female,409-49-6995,C,Naypyitaw,Member,Food and beverages,47.27,6.0,14.181,283.62,0,0.25
Female,377-79-7592,C,Naypyitaw,Member,Electronic accessories,44.84,9.0,20.178,403.56000000000006,0,0.25
Female,595-94-9924,A,Yangon,Member,Health and beauty,27.73,5.0,6.9325,138.65,1,0.25
Female,545-07-8534,C,Naypyitaw,Normal,Health and beauty,58.32,2.0,5.832,116.64,0,0.25
Female,118-62-1812,C,Naypyitaw,Member,Home and lifestyle,78.38,4.0,15.676,313.52,0,0.25
Female,851-98-3555,B,Mandalay,Normal,Health and beauty,82.88,5.0,20.72,414.4,0,0.25
Female,186-71-5196,A,Yangon,Member,Food and beverages,79.54,2.0,7.954,159.08,0,0.25
Female,624-01-8356,B,Mandalay,Normal,Home and lifestyle,49.01,10.0,24.505,490.09999999999997,0,0.25
Female,313-66-9943,B,Mandalay,Member,Food and beverages,29.15,3.0,4.3725,87.44999999999999,1,0.25
Female,151-27-8496,C,Naypyitaw,Normal,Electronic accessories,56.13,4.0,11.226,224.52,0,0.25
Female,453-33-6436,A,Yangon,Normal,Home and lifestyle,93.12,8.0,37.248,744.96,0,0.25
Female,459-45-2396,A,Yangon,Member,Food and beverages,99.6,3.0,14.94,298.79999999999995,0,0.25
Female,717-96-4189,C,Naypyitaw,Normal,Electronic accessories,35.49,6.0,10.647,212.94,0,0.25
Female,749-81-8133,A,Yangon,Normal,Fashion accessories,94.67,4.0,18.934,378.68,0,0.25
Female,636-98-3364,B,Mandalay,Member,Electronic accessories,26.26,3.0,3.939,78.78,1,0.25
Female,246-55-6923,C,Naypyitaw,Member,Home and lifestyle,35.79,9.0,161.055,322.11,0,0.25
Female,181-82-6255,B,Mandalay,Normal,Home and lifestyle,16.37,6.0,4.911,98.22,1,0.25
Female,838-02-1821,C,Naypyitaw,Member,Home and lifestyle,12.73,2.0,1.273,25.46,1,0.25
Female,887-42-0517,C,Naypyitaw,Normal,Sports and travel,83.14,7.0,29.099,581.98,0,0.25
Female,457-12-0244,C,Naypyitaw,Member,Sports and travel,35.22,6.0,10.566,211.32,0,0.25
Female,226-34-0034,B,Mandalay,Normal,Electronic accessories,13.78,4.0,2.756,55.12,1,0.25
Female,397-25-8725,A,Yangon,Member,Health and beauty,39.62,9.0,17.829,356.58,0,0.25
Female,431-66-2305,B,Mandalay,Normal,Electronic accessories,88.25,9.0,397.125,794.25,0,0.25
Female,756-93-1854,C,Naypyitaw,Member,Fashion accessories,83.35,2.0,8.335,166.7,0,0.25
Female,243-55-8457,A,Yangon,Normal,Food and beverages,74.44,10.0,37.22,744.4,0,0.25
Female,501-61-1753,B,Mandalay,Normal,Home and lifestyle,63.15,6.0,18.945,378.9,0,0.25
Female,433-08-7822,C,Naypyitaw,Normal,Health and beauty,78.89,7.0,276.115,552.23,0,0.25
Female,361-85-2571,A,Yangon,Normal,Sports and travel,89.48,5.0,22.37,447.40000000000003,0,0.25
Female,131-70-8179,A,Yangon,Member,Health and beauty,92.09,3.0,138.135,276.27,0,0.25
Female,500-02-2261,C,Naypyitaw,Normal,Food and beverages,57.29,6.0,17.187,343.74,0,0.25
Female,809-69-9497,A,Yangon,Normal,Home and lifestyle,45.68,10.0,22.84,456.8,0,0.25
Female,489-82-1237,A,Yangon,Normal,Electronic accessories,93.88,7.0,32.858,657.16,0,0.25
Female,365-16-4334,B,Mandalay,Normal,Food and beverages,26.43,8.0,10.572,211.44,1,0.25
Female,305-89-2768,B,Mandalay,Member,Home and lifestyle,21.9,3.0,3.285,65.69999999999999,1,0.25
Female,574-80-1489,B,Mandalay,Member,Food and beverages,62.85,4.0,12.57,251.4,0,0.25
Female,784-08-0310,C,Naypyitaw,Member,Food and beverages,21.04,4.0,4.208,84.16,1,0.25
Female,846-10-0341,A,Yangon,Normal,Fashion accessories,42.57,7.0,148.995,297.99,0,0.25
Female,867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,15.8,10.0,7.9,158.0,1,0.25
Female,384-59-6655,A,Yangon,Member,Food and beverages,98.66,9.0,44.397,887.9399999999999,0,0.25
Female,593-08-5916,A,Yangon,Normal,Fashion accessories,15.5,1.0,775.0,15.5,1,0.25
Female,172-42-8274,B,Mandalay,Normal,Electronic accessories,38.27,2.0,3.827,76.54,0,0.25
Female,558-60-5016,A,Yangon,Normal,Home and lifestyle,33.3,9.0,14.985,299.7,1,0.25
Female,605-03-2706,A,Yangon,Normal,Health and beauty,15.8,3.0,2.37,47.400000000000006,1,0.25
Female,214-30-2776,B,Mandalay,Member,Electronic accessories,34.49,5.0,8.6225,172.45000000000002,0,0.25
Female,746-04-1077,B,Mandalay,Member,Food and beverages,84.63,10.0,42.315,846.3,0,0.25
Female,221-25-5073,A,Yangon,Normal,Food and beverages,74.66,4.0,14.932,298.64,0,0.25
Female,156-20-0370,B,Mandalay,Normal,Electronic accessories,25.45,1.0,1.2725,25.45,1,0.25
Female,151-33-7434,B,Mandalay,Normal,Food and beverages,67.77,1.0,3.3885,67.77,0,0.25
Female,139-32-4183,A,Yangon,Member,Sports and travel,97.48,9.0,43.866,877.32,0,0.25
Female,374-38-5555,B,Mandalay,Normal,Fashion accessories,63.71,5.0,159.275,318.55,0,0.25
Female,764-44-8999,B,Mandalay,Normal,Health and beauty,14.76,2.0,1.476,29.52,1,0.25
Female,886-18-2897,A,Yangon,Normal,Food and beverages,56.56,5.0,14.14,282.8,0,0.25
Female,602-16-6955,B,Mandalay,Normal,Sports and travel,76.6,10.0,38.3,766.0,0,0.25
Female,652-49-6720,C,Naypyitaw,Member,Electronic accessories,60.95,1.0,3.0475,60.95,0,0.25
Female,303-96-2227,B,Mandalay,Normal,Home and lifestyle,97.38,10.0,48.69,973.8,0,0.25
Female,849-09-3807,A,Yangon,Member,Fashion accessories,88.34,7.0,30.919,618.38,0,0.25
Male,631-41-3108,A,Yangon,Normal,Home and lifestyle,46.33,7.0,162.155,324.31,0,0.25
Male,123-19-1176,A,Yangon,Member,Health and beauty,58.22,8.0,23.288,465.76,0,0.25
Male,373-73-7910,A,Yangon,Normal,Sports and travel,86.31,7.0,302.085,604.1700000000001,0,0.25
Male,699-14-3026,C,Naypyitaw,Normal,Electronic accessories,85.39,7.0,298.865,597.73,0,0.25
Male,529-56-3974,B,Mandalay,Member,Electronic accessories,25.51,4.0,5.102,102.04,1,0.25
Male,252-56-2699,A,Yangon,Normal,Food and beverages,43.19,10.0,21.595,431.9,0,0.25
Male,765-26-6951,A,Yangon,Normal,Sports and travel,72.61,6.0,21.783,435.65999999999997,0,0.25
Male,329-62-1586,A,Yangon,Normal,Food and beverages,54.67,3.0,8.2005,164.01,0,0.25
Male,300-71-4605,C,Naypyitaw,Member,Electronic accessories,86.04,5.0,21.51,430.20000000000005,0,0.25
Male,371-85-5789,B,Mandalay,Normal,Health and beauty,87.98,3.0,13.197,263.94,0,0.25
Male,273-16-6619,B,Mandalay,Normal,Home and lifestyle,33.2,2.0,3.32,66.4,1,0.25
Male,636-48-8204,A,Yangon,Normal,Electronic accessories,34.56,5.0,8.64,172.8,0,0.25
Male,549-59-1358,A,Yangon,Member,Sports and travel,88.63,3.0,132.945,265.89,0,0.25
Male,649-29-6775,B,Mandalay,Normal,Fashion accessories,33.52,1.0,1.676,33.52,1,0.25
Male,848-62-7243,A,Yangon,Normal,Health and beauty,24.89,9.0,11.2005,224.01,1,0.25
Male,871-79-8483,B,Mandalay,Normal,Fashion accessories,94.13,5.0,235.325,470.65,0,0.25
Male,149-71-6266,B,Mandalay,Member,Sports and travel,78.07,9.0,351.315,702.6299999999999,0,0.25
Male,640-49-2076,B,Mandalay,Normal,Sports and travel,83.78,8.0,33.512,670.24,0,0.25
Male,595-11-5460,A,Yangon,Normal,Health and beauty,96.58,2.0,9.658,193.16,0,0.25
Male,129-29-8530,A,Yangon,Member,Sports and travel,62.62,5.0,15.655,313.09999999999997,0,0.25
Male,777-82-7220,B,Mandalay,Member,Home and lifestyle,30.12,8.0,12.048,240.96,1,0.25
Male,554-53-8700,C,Naypyitaw,Member,Home and lifestyle,56.11,2.0,5.611,112.22,0,0.25
Male,617-15-4209,C,Naypyitaw,Member,Health and beauty,15.37,2.0,1.537,30.74,1,0.25
Male,370-41-7321,B,Mandalay,Member,Health and beauty,56.69,9.0,255.105,510.21,0,0.25
Male,669-54-1719,B,Mandalay,Member,Electronic accessories,18.93,6.0,5.679,113.58,1,0.25
Male,326-78-5178,C,Naypyitaw,Member,Food and beverages,91.4,7.0,31.99,639.8000000000001,0,0.25
Male,778-71-5554,C,Naypyitaw,Member,Fashion accessories,15.43,1.0,7.715,15.43,1,0.25
Male,242-55-6721,B,Mandalay,Normal,Home and lifestyle,16.16,2.0,1.616,32.32,1,0.25
Male,106-35-6779,A,Yangon,Member,Home and lifestyle,44.34,2.0,4.434,88.68,0,0.25
Male,635-40-6220,A,Yangon,Normal,Health and beauty,89.6,8.0,35.84,716.8,0,0.25
